Index,Rented Bike Count
156,336.79666
157,94.474014
158,276.5715
159,581.5972
160,0.0
161,12.387188
162,82.083145
163,910.40845
164,598.67896
165,2058.5747
166,859.2331
167,288.90982
168,359.02823
169,1196.046
170,722.1312
171,102.93583
172,538.9367
173,339.75153
174,421.15756
175,127.92276
176,96.04698
177,288.17822
178,82.753914
179,3069.5007
180,716.0407
181,1011.7348
182,252.5525
183,1798.9951
184,304.34586
185,407.41403
186,1844.044
187,699.9136
188,473.39935
189,793.60565
190,163.60776
191,120.36788
192,1261.2195
193,279.19058
194,605.5273
195,396.51483
196,117.00865
197,120.21741
198,251.71312
199,142.58911
200,1567.6241
201,821.30853
202,358.8964
203,147.02138
204,848.2436
205,1443.3173
206,494.36508
207,149.24481
208,1374.6597
209,155.24731
210,1655.1266
211,234.15282
212,131.29948
213,708.9761
214,539.79156
215,300.3457
216,900.8879
217,1176.6796
218,1294.7273
219,887.51654
220,1096.5316
221,499.82977
222,624.482
223,549.7112
224,270.76083
225,1039.2192
226,686.5066
227,79.87308
228,739.6158
229,1307.5082
230,184.22508
231,647.0411
232,267.31882
233,117.500496
234,964.76605
235,163.15933
236,539.018
237,581.97876
238,1106.5852
239,1037.926
240,425.28198
241,1008.1139
242,395.82584
243,1652.9454
244,480.85815
245,1316.1927
246,0.0
247,667.0063
248,870.93744
249,2076.242
250,1292.9828
251,365.99316
252,427.05142
253,975.1034
254,409.30682
255,923.03424
256,957.36383
257,496.6918
258,266.18277
259,283.4092
260,1660.3561
261,321.67844
262,651.38934
263,114.15736
264,1022.12634
265,989.67017
266,398.64612
267,764.80347
268,1909.9302
269,269.94446
270,1161.5884
271,0.0
272,1517.3673
273,634.7743
274,1731.0839
275,665.87067
276,1605.4458
277,716.4622
278,675.3257
279,3046.405
280,826.32587
281,1783.835
282,830.1504
283,532.169
284,1146.2694
285,123.29357
286,413.27173
287,1342.3649
288,598.4027
289,378.54892
290,1110.1038
291,39.23687
292,2018.8612
293,0.0
294,704.6344
295,204.48169
296,714.9048
297,53.543438
298,567.2066
299,367.48538
300,392.92743
301,708.9651
302,744.15967
303,560.1379
304,1513.2909
305,288.84073
306,445.75998
307,876.8417
308,538.93
309,973.5995
310,858.31635
311,1399.2855
312,210.0139
313,1103.6193
314,1144.1267
315,383.76572
316,844.0984
317,509.2382
318,70.23302
319,538.905
320,621.2304
321,711.59033
322,2021.0753
323,228.71683
324,845.86584
325,2639.0012
326,19.545336
327,280.69235
328,299.57666
329,339.03134
330,742.6019
331,1755.0895
332,319.3556
333,807.43866
334,420.1368
335,942.8066
336,554.00323
337,602.9063
338,898.6777
339,733.5836
340,521.3569
341,947.6535
342,411.14877
343,545.2678
344,666.52374
345,382.1616
346,33.440998
347,1185.6226
348,984.133
349,369.4582
350,855.18274
351,1398.7821
352,714.235
353,261.98874
354,887.5539
355,892.5279
356,812.683
357,2307.8865
358,113.58443
359,1677.2979
360,309.01517
361,1341.6232
362,90.26622
363,115.7295
364,500.5821
365,68.7427
366,272.78186
367,179.62479
368,491.70734
369,1290.7003
370,32.121216
371,714.26056
372,862.8453
373,209.48143
374,1074.1729
375,48.253834
376,816.11804
377,1015.92737
378,488.50662
379,661.03796
380,71.44003
381,620.39246
382,1587.1774
383,1363.611
384,564.41437
385,187.88695
386,298.8421
387,1595.8987
388,1751.0723
389,1830.4369
390,156.60262
391,427.46072
392,86.19867
393,926.906
394,465.64902
395,455.44717
396,340.63455
397,171.1139
398,450.32056
399,950.9509
400,613.1849
401,196.70471
402,1962.7996
403,1286.7911
404,831.01373
405,1596.2795
406,372.27338
407,795.4509
408,110.02215
409,317.70816
410,947.85504
411,1322.4342
412,72.43151
413,39.668613
414,1571.8896
415,184.89647
416,1690.4242
417,210.33524
418,81.71656
419,421.19244
420,1131.8535
421,470.13986
422,133.49312
423,363.52347
424,1468.3749
425,222.12181
426,1294.5212
427,729.6164
428,892.6195
429,1631.5402
430,70.811966
431,1452.5712
432,299.08728
433,564.3688
434,811.28265
435,168.15125
436,437.65402
437,646.3563
438,1401.342
439,334.3378
440,2390.6147
441,1752.1855
442,836.16205
443,204.44438
444,1004.8233
445,308.97968
446,2142.873
447,1244.6218
448,1741.6062
449,634.1287
450,254.6524
451,929.2453
452,1166.8765
453,161.58342
454,66.387825
455,582.9296
456,201.57506
457,998.08185
458,223.99696
459,391.84482
460,376.39703
461,484.14722
462,515.67474
463,140.80336
464,352.66962
465,39.186707
466,145.02995
467,429.94217
468,363.61313
469,253.40677
470,642.15216
471,251.66148
472,343.2148
473,443.81223
474,763.68207
475,141.70973
476,342.41443
477,2272.8652
478,704.2675
479,523.56744
480,561.65393
481,1195.8986
482,372.02908
483,2329.4045
484,67.914085
485,281.97812
486,537.5628
487,621.84393
488,573.6932
489,1756.3876
490,115.23471
491,178.99466
492,1766.5847
493,1174.2625
494,303.7115
495,179.18976
496,340.35455
497,950.6122
498,183.38873
499,177.62091
500,793.01135
501,760.99194
502,378.6738
503,1364.9756
504,983.40594
505,667.87335
506,29.05497
507,1030.2711
508,1249.1373
509,1584.7472
510,2674.473
511,954.3972
512,677.4425
513,81.443245
514,1589.2832
515,694.0094
516,300.11893
517,68.915886
518,104.41942
519,70.73797
520,628.8952
521,503.90036
522,1734.438
523,973.5623
524,1811.1819
525,47.44461
526,310.7581
527,198.66464
528,360.56934
529,539.8629
530,259.87466
531,376.1075
532,365.2272
533,1085.8335
534,216.20912
535,451.5469
536,203.62996
537,284.19547
538,1693.117
539,952.71625
540,743.5943
541,2182.5037
542,51.09079
543,99.029564
544,258.07333
545,722.4073
546,97.81661
547,836.13983
548,402.65286
549,379.03217
550,738.8241
551,141.47983
552,1997.0074
553,945.1868
554,979.6837
555,265.6765
556,842.52405
557,801.59656
558,67.5846
559,1021.5204
560,1432.2632
561,572.70825
562,25.643698
563,2134.8853
564,327.0339
565,810.2855
566,1350.9084
567,269.59244
568,539.67566
569,389.33856
570,1020.4737
571,1001.95435
572,179.05592
573,476.83853
574,1913.6134
575,315.38962
576,1539.2299
577,1599.0305
578,365.63675
579,1447.6448
580,136.71588
581,250.90544
582,657.53375
583,1659.8091
584,1974.1426
585,546.3359
586,1047.5664
587,2055.627
588,2270.1401
589,282.6271
590,381.20923
591,1121.278
592,1704.11
593,1041.8829
594,400.63058
595,948.5307
596,1877.4442
597,136.6148
598,674.20087
599,1012.20184
600,1702.2844
601,1945.9874
602,89.86324
603,865.49854
604,806.80194
605,127.72885
606,161.74654
607,592.78064
608,1469.3441
609,275.6972
610,95.32612
611,281.72083
612,415.03268
613,674.52386
614,1010.84515
615,945.2474
616,294.24686
617,148.16353
618,1225.5826
619,482.3941
620,1958.9689
621,198.90474
622,73.5715
623,71.159
624,233.18535
625,119.318535
626,450.67178
627,372.58
628,189.44162
629,367.2341
630,719.02625
631,759.9816
632,1260.3683
633,615.1355
634,1007.53876
635,379.45862
636,181.47154
637,319.07104
638,1049.3898
639,114.649345
640,2034.343
641,1305.0746
642,1146.9756
643,675.33746
644,502.09497
645,353.15073
646,112.093254
647,144.65298
648,14.815283
649,77.728874
650,105.75546
651,1610.6036
652,289.76245
653,302.66046
654,68.50269
655,62.41167
656,110.845825
657,260.78366
658,180.56363
659,530.4652
660,191.67216
661,426.26846
662,1102.2107
663,953.91656
664,1243.4167
665,961.6631
666,304.73517
667,862.6725
668,274.59152
669,1350.3237
670,2438.2253
671,4.1097856
672,214.5022
673,62.505623
674,190.49702
675,1887.4884
676,47.24911
677,734.0547
678,96.9789
679,1148.2522
680,1259.8739
681,511.9785
682,76.94876
683,668.9953
684,273.94183
685,1844.038
686,722.59985
687,369.5149
688,217.33017
689,393.4631
690,228.57027
691,398.40802
692,499.10135
693,1022.7518
694,742.12775
695,381.7473
696,712.2941
697,652.02637
698,636.1412
699,247.99054
700,15.533872
701,297.8529
702,416.8295
703,1186.5659
704,631.6167
705,247.1406
706,1001.37225
707,932.0875
708,272.41864
709,158.28793
710,1310.4343
711,951.30054
712,245.12207
713,1182.627
714,222.98471
715,1085.4911
716,175.7081
717,834.40717
718,763.60657
719,1946.1936
720,295.8578
721,2495.7014
722,551.16113
723,239.1177
724,710.93677
725,237.36699
726,29.476267
727,965.67004
728,295.86667
729,491.90808
730,1202.9954
731,2202.625
732,1548.9463
733,136.56006
734,2073.2708
735,577.8256
736,313.55792
737,1776.8533
738,505.1635
739,767.4201
740,1864.1616
741,154.79262
742,266.47986
743,467.65198
744,168.49246
745,2536.1174
746,609.4755
747,240.0388
748,1155.3811
749,1848.2899
750,258.30777
751,363.94736
752,521.0675
753,618.1756
754,466.57468
755,825.15045
756,160.04904
757,182.66205
758,246.10965
759,268.56177
760,91.954834
761,232.81264
762,441.45282
763,1614.0427
764,33.371178
765,299.85083
766,43.291504
767,540.1201
768,534.19464
769,399.05908
770,516.9167
771,651.7835
772,404.9361
773,1859.9303
774,760.58704
775,830.696
776,375.1601
777,272.32156
778,717.13904
779,868.5337
780,911.7555
781,607.0111
782,153.62119
783,565.05914
784,690.54944
785,344.48624
786,373.8124
787,291.65723
788,583.64886
789,1966.2347
790,1419.1799
791,689.2638
792,485.79584
793,742.086
794,413.08304
795,1059.6007
796,211.48195
797,480.7282
798,407.4026
799,1867.5079
800,138.34117
801,281.49796
802,251.83739
803,1462.9952
804,521.08527
805,727.9027
806,2236.0044
807,287.95532
808,50.959103
809,730.37335
810,314.32922
811,691.9982
812,411.1342
813,603.97784
814,397.38998
815,254.15001
816,798.0415
817,253.67433
818,1434.1555
819,127.96416
820,758.4698
821,367.1466
822,164.71732
823,438.71124
824,321.7402
825,262.7016
826,1067.8368
827,410.6928
828,1813.1406
829,277.7415
830,154.00313
831,359.8231
832,477.92026
833,1219.6857
834,1614.0193
835,570.484
836,677.33234
837,11.692268
838,93.319374
839,1144.6604
840,47.588192
841,555.6965
842,597.80774
843,361.31482
844,694.03815
845,179.56804
846,1104.4064
847,236.74753
848,851.8475
849,292.88147
850,105.98813
851,449.7243
852,967.36005
853,1304.6525
854,1945.414
855,223.77759
856,1280.7722
857,868.884
858,814.589
859,645.89484
860,619.52
861,459.48718
862,476.04044
863,878.4905
864,410.2283
865,503.0292
866,976.6627
867,537.90955
868,1125.9369
869,239.79668
870,634.3318
871,531.76184
872,232.39369
873,240.69421
874,1332.7203
875,251.4894
876,735.11383
877,343.5634
878,595.06415
879,505.2006
880,1029.7051
881,1351.3217
882,343.70117
883,161.36627
884,371.13513
885,19.557806
886,130.60822
887,18.073612
888,1135.5411
889,1215.457
890,673.99884
891,293.93677
892,987.92377
893,241.57805
894,509.77188
895,621.3176
896,1051.9565
897,241.36018
898,1765.443
899,1671.9122
900,702.37744
901,296.7808
902,637.05316
903,130.48357
904,1525.8557
905,241.39539
906,507.22375
907,367.47113
908,543.3885
909,809.9288
910,490.83588
911,342.3036
912,798.499
913,904.7091
914,745.6882
915,1075.2712
916,1283.4679
917,27.199015
918,562.7731
919,1654.5237
920,109.86798
921,297.38074
922,822.02716
923,1263.6792
924,272.2944
925,1797.7692
926,1466.0834
927,2153.8015
928,1768.7811
929,243.00198
930,270.34372
931,274.0444
932,898.7185
933,702.71857
934,1378.91
935,91.2953
936,313.93076
937,444.92853
938,1461.6233
939,752.7614
940,205.99658
941,1600.8392
942,643.0653
943,687.6756
944,1017.69244
945,689.2659
946,708.628
947,637.50134
948,160.38196
949,685.3252
950,367.7335
951,988.4079
952,793.4916
953,186.25629
954,1461.4453
955,2111.0999
956,524.68304
957,638.00964
958,410.21414
959,138.95683
960,453.02206
961,443.0888
962,235.35365
963,442.5757
964,1554.777
965,733.899
966,324.28754
967,253.93874
968,514.3447
969,978.4556
970,2081.7046
971,1854.271
972,846.63684
973,174.2174
974,658.51056
975,1569.0134
976,33.344376
977,284.8956
978,0.0
979,659.1042
980,374.60764
981,2056.4138
982,927.3323
983,1328.9581
984,410.25412
985,93.60474
986,1397.3688
987,594.8493
988,907.7125
989,724.71405
990,787.79596
991,1053.0061
992,2324.1133
993,687.0353
994,847.4229
995,893.2926
996,475.9857
997,126.04838
998,992.7466
999,209.05182
1000,1515.7024
1001,1660.5374
1002,396.88654
1003,426.5198
1004,1506.2042
1005,547.9584
1006,489.04803
1007,2327.0872
1008,814.6459
1009,823.6217
1010,40.107357
1011,612.5708
1012,272.16116
1013,241.96489
1014,1124.6473
1015,397.07462
1016,1923.9622
1017,429.0135
1018,357.41104
1019,937.7139
1020,898.5556
1021,254.58037
1022,276.4416
1023,1492.7753
1024,287.0467
1025,1871.4973
1026,949.5286
1027,460.86243
1028,978.037
1029,1273.306
1030,519.76904
1031,936.5906
1032,554.116
1033,45.293545
1034,1186.3583
1035,477.58105
1036,246.3746
1037,767.5664
1038,579.10455
1039,1222.1842
1040,0.0
1041,63.64299
1042,2509.0098
1043,540.3338
1044,302.984
1045,531.94006
1046,400.46136
1047,315.97543
1048,1992.6449
1049,880.423
1050,84.72228
1051,1424.5299
1052,434.2621
1053,1123.1411
1054,1283.5916
1055,68.5558
1056,102.71401
1057,1267.0913
1058,330.03348
1059,237.25075
1060,1509.8538
1061,1442.5488
1062,733.47406
1063,755.9524
1064,2676.564
1065,603.1545
1066,313.28754
1067,1184.0088
1068,382.26114
1069,404.8759
1070,415.31842
1071,372.16046
1072,161.16183
1073,412.91766
1074,884.43616
1075,427.85303
1076,1384.5015
1077,130.70168
1078,1395.1313
1079,238.0244
1080,235.20245
1081,516.23694
1082,814.59863
1083,252.87114
1084,404.06555
1085,59.586056
1086,219.82457
1087,74.886246
1088,1399.134
1089,149.02234
1090,170.85374
1091,763.7868
1092,750.80524
1093,510.31564
1094,197.76363
1095,1388.366
1096,629.6288
1097,693.90283
1098,302.52942
1099,465.1758
1100,873.7269
1101,82.645874
1102,1439.2124
1103,788.5556
1104,304.09677
1105,229.07523
1106,1771.7195
1107,2226.74
1108,774.23914
1109,1619.5078
1110,1860.5763
1111,1374.4725
1112,544.744
1113,1989.8058
1114,911.7685
1115,9.034629
1116,316.7214
1117,96.98952
1118,57.62813
1119,347.67578
1120,1193.7352
1121,285.77985
1122,396.40808
1123,342.09656
1124,1443.5497
1125,641.77594
1126,154.8037
1127,1302.2214
1128,308.35565
1129,133.08487
1130,76.983665
1131,331.38882
1132,453.3622
1133,346.32977
1134,189.58511
1135,658.9655
1136,395.8132
1137,434.38452
1138,900.3421
1139,1306.3452
1140,936.3385
1141,1437.7601
1142,77.327446
1143,505.56085
1144,154.6375
1145,262.29294
1146,1396.9375
1147,521.172
1148,503.29645
1149,386.22192
1150,117.69176
1151,788.4006
1152,512.2145
1153,58.0042
1154,306.6084
1155,2170.6482
1156,2055.7832
1157,295.06915
1158,680.5339
1159,26.261831
1160,967.8439
1161,1267.5627
1162,311.73947
1163,465.9039
1164,493.35016
1165,1451.5044
1166,1135.2095
1167,1512.0347
1168,98.326256
1169,2361.1682
1170,175.78906
1171,643.7503
1172,176.103
1173,552.2532
1174,455.46234
1175,351.17084
1176,878.4444
1177,622.5534
1178,213.08742
1179,601.6359
1180,499.8436
1181,871.1664
1182,230.80426
1183,885.7508
1184,2350.8462
1185,1760.9475
1186,386.82703
1187,448.28
1188,966.32007
1189,1144.7268
1190,148.26132
1191,1189.5208
1192,324.43787
1193,121.36329
1194,474.43414
1195,589.2605
1196,2526.7822
1197,98.229935
1198,492.2433
1199,760.2745
1200,482.0933
1201,614.4883
1202,891.5969
1203,833.79645
1204,575.9837
1205,2037.5457
1206,282.99915
1207,201.32445
1208,938.3698
1209,253.24849
1210,357.30106
1211,779.5027
1212,1267.1744
1213,1043.8894
1214,1039.0275
1215,45.75417
1216,89.39105
1217,382.77048
1218,1857.2692
1219,1541.8678
1220,1861.3636
1221,1990.1372
1222,309.75763
1223,830.16876
1224,68.71268
1225,2219.327
1226,549.3162
1227,798.32965
1228,9.171358
1229,1353.4556
1230,248.57219
1231,124.05549
1232,1505.9978
1233,343.9735
1234,884.64246
1235,1944.5525
1236,438.7142
1237,58.396645
1238,283.66452
1239,193.29976
1240,450.71634
1241,260.81784
1242,86.92304
1243,500.2712
1244,476.92783
1245,229.11601
1246,97.09658
1247,1659.137
1248,572.0153
1249,405.3966
1250,1610.7343
1251,1073.1536
1252,660.73615
1253,158.5549
1254,60.530533
1255,886.5479
1256,486.79156
1257,211.1593
1258,693.28174
1259,1274.2874
1260,1487.3131
1261,710.1365
1262,2016.2622
1263,340.13278
1264,167.70224
1265,1359.7812
1266,93.81372
1267,1501.5989
1268,933.783
1269,78.57644
1270,402.86948
1271,402.1621
1272,627.9994
1273,1013.5099
1274,1353.5892
1275,1129.7557
1276,192.28473
1277,713.52203
1278,1034.1978
1279,627.77325
1280,656.55634
1281,361.42142
1282,448.32224
1283,1252.0844
1284,1890.2439
1285,460.45923
1286,586.055
1287,427.01987
1288,149.3935
1289,629.287
1290,1701.0594
1291,457.06555
1292,952.44946
1293,26.823442
1294,977.55426
1295,373.6372
1296,1087.1907
1297,433.2826
1298,237.45044
1299,807.39996
1300,180.19383
1301,467.7286
1302,493.95624
1303,356.01602
1304,286.695
1305,481.82355
1306,548.3441
1307,2926.4338
1308,463.2726
1309,494.39722
1310,732.4342
1311,347.629
1312,225.18648
1313,157.62892
1314,814.8763
1315,536.6786
1316,199.96884
1317,378.266
1318,547.3811
1319,75.60449
1320,1984.1229
1321,191.11168
1322,173.91087
1323,146.00793
1324,1398.3363
1325,1861.3002
1326,186.44672
1327,739.05023
1328,151.32979
1329,1317.0461
1330,747.5839
1331,262.38837
1332,616.1666
1333,261.81024
1334,934.1976
1335,1850.4716
1336,241.32903
1337,51.479065
1338,384.16452
1339,790.08496
1340,835.87695
1341,439.28146
1342,733.45123
1343,122.65613
1344,1138.7214
1345,530.20856
1346,111.20669
1347,2110.999
1348,2103.208
1349,330.632
1350,487.7539
1351,546.04767
1352,582.98
1353,1260.2484
1354,229.1608
1355,518.09827
1356,471.44363
1357,109.09544
1358,746.20325
1359,125.44705
1360,1455.7526
1361,539.9557
1362,733.73346
1363,333.60687
1364,327.37756
1365,299.99194
1366,1162.1165
1367,2201.6436
1368,1606.8644
1369,798.679
1370,146.08888
1371,192.57886
1372,52.11752
1373,461.0938
1374,488.5268
1375,884.3383
1376,515.38666
1377,2069.325
1378,1014.008
1379,108.15593
1380,344.82126
1381,1792.0685
1382,1057.1708
1383,576.16473
1384,787.95404
1385,1060.6809
1386,1027.4598
1387,223.63396
1388,73.314964
1389,488.72525
1390,1495.7257
1391,385.20227
1392,383.54364
1393,190.95123
1394,640.2589
1395,1056.7913
1396,385.9216
1397,1419.6984
1398,777.17975
1399,508.74966
1400,1113.5155
1401,2263.7146
1402,711.6263
1403,1112.234
1404,626.50244
1405,389.1844
1406,440.60492
1407,95.84341
1408,319.8225
1409,114.72936
1410,1427.6299
1411,504.1618
1412,228.5836
1413,1376.7637
1414,939.1665
1415,1409.1664
1416,625.1449
1417,155.16052
1418,108.099304
1419,100.81814
1420,963.8965
1421,450.66257
1422,194.29764
1423,2730.5564
1424,650.27106
1425,1312.9967
1426,1004.887
1427,173.35358
1428,464.55872
1429,180.73848
1430,314.31827
1431,328.05
1432,157.40657
1433,508.93918
1434,325.78925
1435,1184.8667
1436,399.20114
1437,0.0
1438,207.44234
1439,1087.1229
1440,2296.945
1441,165.29128
1442,1703.7217
1443,297.398
1444,570.8512
1445,156.11444
1446,1718.6312
1447,551.90924
1448,887.244
1449,742.2321
1450,773.2656
1451,936.9481
1452,965.2458
1453,89.78797
1454,2061.535
1455,372.65698
1456,165.6309
1457,1920.448
1458,399.48874
1459,619.3467
1460,269.71503
1461,594.22723
1462,1987.4791
1463,502.51022
1464,372.11023
1465,299.73642
1466,258.74802
1467,1492.2617
1468,797.3518
1469,747.08813
1470,605.21643
1471,2459.0012
1472,278.34586
1473,458.02576
1474,150.13
1475,654.1579
1476,787.5709
1477,286.6231
1478,814.2741
1479,304.92328
1480,820.7063
1481,725.5534
1482,0.0
1483,579.48175
1484,154.98834
1485,1084.8219
1486,314.41595
1487,1035.623
1488,448.253
1489,130.91452
1490,1050.245
1491,377.7426
1492,562.05145
1493,1467.1633
1494,229.46773
1495,118.03172
1496,1012.28284
1497,543.38434
1498,413.83176
1499,1333.717
1500,872.353
1501,563.0479
1502,88.56097
1503,665.1453
1504,0.0
1505,345.62344
1506,590.8562
1507,639.7496
1508,665.19476
1509,1054.9255
1510,79.98324
1511,295.51392
1512,459.48773
1513,57.738655
1514,2246.1392
1515,186.39476
1516,460.23227
1517,123.12085
1518,501.73404
1519,1625.2964
1520,80.46977
1521,301.42014
1522,116.11122
1523,320.18924
1524,482.69565
1525,530.51447
1526,534.86743
1527,380.5576
1528,74.69145
1529,936.7569
1530,986.4986
1531,200.97182
1532,1777.9348
1533,660.1423
1534,563.0828
1535,554.2116
1536,112.963684
1537,1660.2732
1538,425.6635
1539,462.83093
1540,1166.4845
1541,896.93884
1542,1653.3903
1543,153.76506
1544,265.16245
1545,936.1989
1546,784.81366
1547,1510.7562
1548,99.94611
1549,1990.1208
1550,284.70523
1551,471.88367
1552,326.42792
1553,162.09999
1554,212.06827
1555,778.01587
1556,164.83977
1557,89.65201
1558,50.38081
1559,693.87427
1560,70.73005
1561,176.0829
1562,597.6742
1563,187.22227
1564,235.45572
1565,183.88708
1566,307.04153
1567,1903.8833
1568,172.82759
1569,1542.4913
1570,403.479
1571,309.07898
1572,872.1339
1573,292.86566
1574,833.43317
1575,114.57801
1576,210.8235
1577,129.2403
1578,1143.8585
1579,401.51883
1580,953.1936
1581,405.4451
1582,302.76578
1583,148.92531
1584,237.46387
1585,1220.778
1586,0.0
1587,1621.8573
1588,2177.943
1589,1111.7611
1590,409.94833
1591,1135.3483
1592,548.7052
1593,1539.8767
1594,221.9865
1595,391.09457
1596,1885.387
1597,930.36743
1598,46.714108
1599,1202.4432
1600,459.69388
1601,131.6691
1602,125.760704
1603,817.3682
1604,266.18158
1605,71.41173
1606,921.9761
1607,276.28864
1608,845.70984
1609,1558.1448
1610,328.88983
1611,1112.5935
1612,450.1284
1613,87.71189
1614,1686.2632
1615,86.67119
1616,292.6113
1617,684.90405
1618,1446.3054
1619,470.39197
1620,994.0135
1621,640.8753
1622,155.67413
1623,1150.9011
1624,794.8971
1625,270.46997
1626,895.4609
1627,454.55334
1628,199.58955
1629,1869.683
1630,463.9787
1631,1698.9559
1632,67.835304
1633,533.458
1634,52.01198
1635,411.2103
1636,146.45644
1637,303.57568
1638,2400.9763
1639,502.01907
1640,1316.5106
1641,864.6172
1642,385.41635
1643,457.7235
1644,344.9252
1645,366.47336
1646,2031.2894
1647,266.20242
1648,170.41039
1649,207.99132
1650,224.0877
1651,985.6294
1652,2331.2012
1653,434.3806
1654,491.66486
1655,310.35895
1656,538.6316
1657,522.8089
1658,398.33038
1659,881.1521
1660,687.5119
1661,176.62798
1662,697.64276
1663,744.7319
1664,549.1812
1665,188.64838
1666,690.01263
1667,346.68112
1668,344.57083
1669,190.86797
1670,93.438385
1671,1051.5781
1672,500.26575
1673,108.823814
1674,474.52313
1675,696.09845
1676,826.55383
1677,2723.387
1678,1108.8936
1679,2119.9827
1680,276.36246
1681,973.5123
1682,48.84922
1683,2234.704
1684,1051.1868
1685,1328.9243
1686,1482.9794
1687,289.5315
1688,247.02463
1689,791.7147
1690,889.83716
1691,99.16971
1692,888.575
1693,1104.8186
1694,1834.642
1695,929.33856
1696,712.82056
1697,429.55405
1698,168.08821
1699,346.23386
1700,412.95688
1701,281.88522
1702,831.88416
1703,232.96228
1704,2361.294
1705,80.42557
1706,113.8234
1707,1458.217
1708,701.45483
1709,977.51807
1710,91.617805
1711,159.19437
1712,1023.3207
1713,577.76044
1714,317.71878
1715,341.6854
1716,409.16846
1717,632.46173
1718,2313.0227
1719,1070.9908
1720,307.6601
1721,2581.6255
1722,0.0
1723,280.6675
1724,1012.71295
1725,1725.128
1726,437.44693
1727,1217.311
1728,267.26846
1729,1858.6279
1730,160.66107
1731,432.4347
1732,306.38873
1733,253.51378
1734,290.16122
1735,580.637
1736,516.63104
1737,50.94049
1738,814.2537
1739,553.4429
1740,392.54657
1741,793.4353
1742,433.04465
1743,355.8117
1744,46.72572
1745,1243.6791
1746,260.32776
1747,177.67754
1748,885.81683
1749,344.23767
1750,477.84195
1751,456.96512
1752,53.645603
1753,1876.5892
1754,530.6686
1755,448.2819
1756,285.28418
1757,2151.0483
1758,845.3327
1759,348.1099
1760,122.108215
1761,611.8788
1762,924.0263
1763,1338.4218
1764,86.89501
1765,5.8942714
1766,386.59634
1767,254.15373
1768,424.3505
1769,2335.0718
1770,803.43665
1771,2724.2935
1772,299.7244
1773,315.55447
1774,332.98828
1775,415.96802
1776,1445.258
1777,400.2613
1778,3028.8796
1779,973.5867
1780,692.1583
1781,2303.9788
1782,0.0
1783,1233.473
1784,107.55199
1785,182.3417
1786,112.42418
1787,53.61926
1788,1250.0638
1789,649.9982
1790,2440.5852
1791,1148.8704
1792,131.30911
1793,387.1977
1794,110.508644
1795,413.6826
1796,88.96245
1797,412.40475
1798,1203.4459
1799,920.5025
1800,1027.6724
1801,1290.7919
1802,1948.4296
1803,1099.5221
1804,946.86115
1805,919.34424
1806,113.011024
1807,725.9615
1808,53.3895
1809,747.31555
1810,1648.9062
1811,1704.6608
1812,193.3
1813,1169.6823
1814,406.2117
1815,209.11067
1816,148.22542
1817,1031.9326
1818,572.6086
1819,145.65112
1820,544.72766
1821,1492.5447
1822,85.81381
1823,64.474304
1824,2351.8604
1825,940.3769
1826,1343.8043
1827,754.7692
1828,1142.5853
1829,509.60895
1830,716.2412
1831,575.2055
